"","x","y","Cell_class"
"681",1270.611332,3890.337822,"Excitatory"
"682",1270.557666,3832.007454,"Excitatory"
"683",1271.722942,3852.206314,"Excitatory"
"684",1279.600313,3935.028614,"Excitatory"
"685",1281.312462,3918.389877,"OD Mature 4"
"688",1291.907974,3945.396661,"OD Mature 2"
"689",1291.420506,3970.030133,"OD Mature 2"
"690",1295.247226,3963.372061,"OD Mature 2"
"691",1313.434637,3816.773684,"Astrocyte"
"692",1315.534892,3914.188499,"OD Mature 2"
"693",1316.242652,3826.112045,"Astrocyte"
"694",1315.914405,3887.616166,"Endothelial 1"
"695",1318.868064,3953.316232,"OD Mature 2"
"696",1149.974509,3966.965261,"Inhibitory"
"698",1196.534094,3884.645265,"Astrocyte"
"700",1271.953509,3886.197814,"Excitatory"
"701",1276.575603,3870.515593,"Excitatory"
"702",1297.53852,3793.632904,"Excitatory"
"703",1320.1432,3859.569748,"Excitatory"
"704",1320.521978,3845.00603,"Excitatory"
"705",1147.538413,3848.615152,"Inhibitory"
"706",1158.373403,3800.263684,"Inhibitory"
"707",1174.063994,3868.241031,"Inhibitory"
"708",1194.211546,3933.193318,"Excitatory"
"709",1231.358965,3842.276223,"Inhibitory"
"710",1242.836906,3846.481325,"Inhibitory"
"711",1248.227178,3794.994725,"Microglia"
"712",1253.58228,3888.905065,"Endothelial 2"
"713",1259.379951,3892.505133,"Astrocyte"
"714",1268.276226,3911.244593,"Excitatory"
"715",1271.987149,3806.521787,"Inhibitory"
"716",1277.093242,3788.297973,"Inhibitory"
"717",1288.257858,3830.62629,"Excitatory"
"719",1314.983673,3897.428681,"Astrocyte"
"720",1156.780059,3887.38298,"Inhibitory"
"721",1207.016073,3819.978216,"OD Immature 1"
"722",1304.73221,3939.871741,"OD Mature 1"
"723",1160.567481,3811.317593,"OD Immature 1"
"724",1186.280558,3867.781322,"Inhibitory"
"725",1195.932012,3806.313722,"Inhibitory"
"726",1223.974142,3795.716484,"Astrocyte"
"728",1140.067228,3625.581936,"Inhibitory"
"729",1140.960988,3664.065138,"Inhibitory"
"730",1151.28267,3693.839117,"Inhibitory"
"732",1163.215144,3666.35651,"Inhibitory"
"734",1173.639025,3621.694642,"Inhibitory"
"735",1172.708082,3706.657709,"Inhibitory"
"736",1181.683157,3652.250553,"Inhibitory"
"737",1183.532471,3725.916926,"Inhibitory"
"738",1183.967263,3751.911425,"Inhibitory"
"739",1184.991412,3616.308893,"Inhibitory"
"740",1187.653969,3635.388357,"Inhibitory"
"741",1187.577652,3715.571481,"Inhibitory"
"742",1191.893621,3735.203199,"Inhibitory"
"743",1200.905733,3715.565438,"Inhibitory"
"744",1201.436633,3667.208036,"Endothelial 1"
"745",1204.52315,3762.024047,"Inhibitory"
"746",1208.503302,3677.927843,"Inhibitory"
"747",1217.960304,3629.848942,"Astrocyte"
"748",1221.28739,3711.179313,"Inhibitory"
"749",1224.082027,3596.939187,"Astrocyte"
"751",1232.493263,3639.994418,"Inhibitory"
"752",1230.172122,3662.859179,"Inhibitory"
"753",1231.264442,3700.913142,"Inhibitory"
"754",1232.422013,3670.558625,"Inhibitory"
"756",1244.9202,3626.147551,"Endothelial 1"
"758",1251.194081,3759.211544,"Inhibitory"
"759",1251.482874,3597.690591,"Inhibitory"
"760",1252.660714,3692.496153,"Inhibitory"
"761",1262.449846,3625.043899,"Inhibitory"
"762",1268.563614,3678.075969,"Inhibitory"
"763",1275.012822,3646.707476,"Inhibitory"
"764",1277.934576,3625.961401,"Inhibitory"
"765",1289.111795,3662.29008,"Astrocyte"
"766",1290.364679,3753.306487,"Excitatory"
"767",1294.971396,3671.897163,"Astrocyte"
"768",1293.526498,3589.713062,"Inhibitory"
"769",1309.502349,3638.121526,"Excitatory"
"770",1315.029004,3701.858363,"Excitatory"
"771",1315.373352,3589.414526,"Endothelial 1"
"772",1323.403234,3654.572685,"Inhibitory"
"773",1142.974666,3706.950882,"OD Immature 1"
"774",1154.682137,3609.372731,"Endothelial 3"
"775",1157.739045,3661.939853,"Inhibitory"
"776",1160.080894,3764.350417,"Inhibitory"
"777",1164.578561,3640.153723,"Inhibitory"
"778",1171.174699,3740.198816,"Inhibitory"
"779",1180.166246,3661.532127,"Inhibitory"
"780",1195.322904,3599.089419,"Inhibitory"
"781",1202.27733,3705.191658,"Inhibitory"
"783",1252.239417,3710.971426,"Inhibitory"
"784",1257.529617,3734.609037,"Inhibitory"
"785",1267.590249,3616.562556,"Excitatory"
"786",1284.216702,3695.481579,"Inhibitory"
"787",1309.129936,3743.504751,"Inhibitory"
"788",1135.208601,3720.12322,"Excitatory"
"789",1181.381185,3697.70745,"Inhibitory"
"790",1180.874544,3745.041225,"Excitatory"
"791",1277.097832,3756.253646,"Inhibitory"
"792",1298.758238,3616.69643,"Astrocyte"
"794",1282.667567,3762.990463,"Astrocyte"
"795",1289.725698,3629.89031,"Inhibitory"
"796",1145.911633,3715.723683,"Inhibitory"
"797",1149.221242,3601.07395,"Inhibitory"
"798",1187.473198,3621.722863,"Excitatory"
"800",1252.68637,3770.003563,"Inhibitory"
"801",1254.321867,3651.114196,"OD Immature 1"
"802",1255.192298,3643.051756,"Inhibitory"
"803",1273.283192,3689.872279,"Inhibitory"
"804",1278.661245,3736.117338,"Inhibitory"
"805",1283.584541,3729.939476,"Astrocyte"
"806",1315.833854,3646.136999,"Endothelial 3"
"807",1140.945059,3434.851549,"Inhibitory"
"808",1142.094471,3561.088759,"Inhibitory"
"809",1146.146913,3395.342924,"Endothelial 1"
"810",1147.172576,3487.236146,"Inhibitory"
"811",1156.705284,3444.088458,"Microglia"
"812",1160.370971,3422.435503,"Inhibitory"
"813",1163.354487,3525.113363,"Excitatory"
"814",1168.575738,3412.32463,"Inhibitory"
"815",1173.230363,3534.079981,"Inhibitory"
"816",1177.885627,3440.66859,"Excitatory"
"817",1187.588981,3401.814908,"Microglia"
"818",1194.472661,3492.193976,"Inhibitory"
"819",1197.014897,3434.287071,"Inhibitory"
"820",1197.803916,3460.638981,"Inhibitory"
"821",1210.01967,3415.52293,"Inhibitory"
"822",1211.206404,3533.722387,"Inhibitory"
"823",1219.544198,3433.936448,"Excitatory"
"824",1219.607812,3451.627357,"Endothelial 3"
"825",1224.147393,3386.790671,"Inhibitory"
"826",1241.625105,3393.974878,"Astrocyte"
"828",1267.846288,3435.88772,"Astrocyte"
"829",1270.739468,3510.674837,"Endothelial 1"
"830",1268.234071,3491.05004,"Inhibitory"
"831",1273.483125,3549.069185,"Astrocyte"
"832",1285.139145,3572.845439,"Inhibitory"
"833",1288.210863,3525.624363,"Inhibitory"
"836",1298.303705,3451.381269,"Endothelial 3"
"837",1302.232405,3430.090315,"Excitatory"
"838",1306.493965,3522.351522,"OD Immature 1"
"839",1310.223055,3437.015494,"Astrocyte"
"840",1317.807153,3482.297125,"Inhibitory"
"841",1152.446701,3548.387143,"Inhibitory"
"843",1236.482555,3468.59842,"Inhibitory"
"844",1241.615274,3502.76376,"Inhibitory"
"845",1242.78627,3454.59576,"Inhibitory"
"846",1263.010308,3475.064341,"Inhibitory"
"847",1265.493161,3388.689585,"OD Immature 1"
"848",1286.369893,3558.454161,"Inhibitory"
"849",1292.614821,3478.83437,"Endothelial 3"
"850",1294.046238,3471.357597,"Endothelial 1"
"851",1313.622016,3387.277003,"OD Immature 1"
"852",1211.760458,3463.466144,"Inhibitory"
"853",1238.049936,3429.571928,"Inhibitory"
"854",1245.726873,3465.152445,"Inhibitory"
"855",1244.496741,3486.444661,"Inhibitory"
"857",1279.192118,3440.271772,"Inhibitory"
"858",1266.054234,3462.892065,"Inhibitory"
"859",1281.925173,3504.298657,"Microglia"
"860",1294.478507,3501.301786,"Inhibitory"
"861",1292.638294,3429.407397,"Inhibitory"
"862",1138.067673,3250.402625,"Inhibitory"
"864",1148.857903,3307.762331,"Endothelial 1"
"865",1153.599969,3189.358099,"Inhibitory"
"866",1160.794391,3338.871115,"Inhibitory"
"867",1161.990966,3285.068807,"Endothelial 3"
"868",1162.455859,3372.856631,"OD Immature 1"
"869",1166.258654,3294.58221,"Inhibitory"
"870",1167.998335,3270.619732,"Excitatory"
"871",1169.097893,3314.95252,"Inhibitory"
"872",1170.22127,3330.289104,"Inhibitory"
"873",1170.368897,3354.591408,"Excitatory"
"874",1179.88611,3365.823009,"Excitatory"
"875",1182.671635,3233.282085,"Astrocyte"
"876",1189.061298,3301.444864,"Inhibitory"
"877",1191.33566,3337.34739,"Inhibitory"
"878",1197.834792,3250.686686,"Astrocyte"
"879",1207.365871,3217.683174,"Inhibitory"
"880",1210.117833,3322.91333,"Inhibitory"
"881",1219.437234,3186.864912,"Astrocyte"
"882",1220.671865,3349.429495,"Inhibitory"
"883",1225.112227,3315.759759,"Inhibitory"
"884",1224.829153,3239.396013,"Inhibitory"
"885",1234.894108,3298.897773,"Excitatory"
"886",1234.56518,3277.130201,"Inhibitory"
"887",1235.579723,3214.618579,"Excitatory"
"888",1238.237498,3245.974008,"Excitatory"
"889",1239.19357,3188.046734,"Inhibitory"
"890",1243.823496,3218.786309,"Astrocyte"
"891",1251.816184,3320.255599,"Endothelial 1"
"892",1255.946059,3348.547496,"OD Mature 2"
"893",1262.05694,3198.242243,"Inhibitory"
"894",1265.754354,3285.070275,"Astrocyte"
"895",1269.07002,3298.530658,"OD Immature 1"
"896",1273.488481,3329.504377,"Astrocyte"
"897",1274.674117,3338.752545,"Astrocyte"
"899",1280.945719,3189.226607,"Inhibitory"
"900",1282.960102,3243.704713,"Excitatory"
"902",1292.174329,3302.566062,"Inhibitory"
"904",1294.693835,3214.426147,"Excitatory"
"905",1304.623491,3236.487804,"OD Mature 1"
"906",1311.26342,3322.608311,"Astrocyte"
"907",1309.396285,3273.368071,"Endothelial 1"
"908",1312.877567,3346.127587,"Astrocyte"
"909",1136.96145,3220.280885,"Inhibitory"
"910",1195.875679,3325.272886,"Excitatory"
"911",1221.630648,3215.861667,"Excitatory"
"914",1243.552048,3196.213972,"Excitatory"
"915",1262.446732,3362.564688,"Inhibitory"
"916",1295.370169,3322.65471,"Astrocyte"
"918",1143.296248,3341.427781,"Astrocyte"
"919",1170.307952,3258.092225,"Excitatory"
"920",1256.295248,3251.750762,"Inhibitory"
"921",1265.96542,3291.637573,"Microglia"
"923",1312.052369,3300.553863,"Inhibitory"
"924",1174.462125,3196.970247,"Inhibitory"
"925",1277.181061,3256.049481,"Astrocyte"
"926",1136.070324,3105.801944,"Endothelial 1"
"928",1137.883394,3161.777354,"Inhibitory"
"929",1140.699357,2996.446174,"Inhibitory"
"930",1144.222268,3033.451065,"Inhibitory"
"931",1148.699475,3163.719374,"Inhibitory"
"932",1162.363807,3063.219055,"Microglia"
"933",1169.240076,3166.717626,"Inhibitory"
"934",1171.038689,3123.4011,"Endothelial 3"
"935",1169.533632,3041.951604,"OD Mature 2"
"936",1175.974457,3102.88172,"Excitatory"
"937",1183.900125,2993.153565,"Astrocyte"
"938",1189.025077,3078.228074,"Astrocyte"
"939",1194.806283,3025.551,"Endothelial 1"
"940",1200.022679,3152.815643,"Astrocyte"
"941",1201.024471,3041.667311,"Endothelial 1"
"942",1207.600784,2987.632587,"Astrocyte"
"943",1216.433123,3015.721094,"Microglia"
"944",1216.734501,3007.427877,"OD Mature 2"
"946",1218.044246,3033.393899,"Inhibitory"
"947",1222.004388,3126.188526,"Microglia"
"948",1239.529475,3011.484411,"Endothelial 3"
"949",1247.57597,3156.74929,"Inhibitory"
"950",1258.565318,3142.146203,"Inhibitory"
"951",1261.361982,3042.593203,"Excitatory"
"952",1262.649908,2989.718614,"Astrocyte"
"954",1279.213302,3045.182378,"Astrocyte"
"955",1283.03941,3068.339471,"Inhibitory"
"956",1290.090847,3093.182364,"Inhibitory"
"957",1292.178365,3103.520322,"Astrocyte"
"958",1294.739915,3035.687758,"Inhibitory"
"959",1301.182865,3107.060193,"Astrocyte"
"961",1316.951358,3090.859249,"OD Immature 1"
"962",1156.281857,3038.462091,"Astrocyte"
"963",1159.302022,3133.994276,"Astrocyte"
"964",1182.96763,3028.368035,"OD Immature 1"
"965",1184.16039,3067.15274,"Inhibitory"
"966",1189.671808,3157.758503,"OD Immature 1"
"967",1206.891603,3130.556275,"Inhibitory"
"968",1231.294833,3046.331201,"Astrocyte"
"969",1276.802319,3139.944926,"OD Mature 2"
"970",1300.150907,3065.094875,"Inhibitory"
"971",1300.506372,3073.923029,"OD Mature 2"
"973",1192.12454,3086.334574,"Excitatory"
"974",1214.947831,3100.338613,"Astrocyte"
"975",1233.243833,3123.321981,"Inhibitory"
"976",1255.826184,3070.599129,"Astrocyte"
"977",1258.512014,3126.093381,"Inhibitory"
"980",1159.286882,2989.239359,"Excitatory"
"981",1258.066992,3082.613204,"Astrocyte"
"982",1258.745155,3077.187801,"Astrocyte"
"983",1229.906092,3017.072659,"Inhibitory"
"985",1137.850919,2871.767395,"OD Immature 1"
"986",1136.76657,2787.686533,"Endothelial 3"
"988",1145.664638,2911.609009,"OD Immature 1"
"990",1163.395224,2947.943643,"Inhibitory"
"991",1163.919565,2893.204522,"Inhibitory"
"992",1170.274793,2949.258243,"OD Immature 1"
"993",1170.914288,2858.978004,"Inhibitory"
"994",1175.67888,2903.023667,"Inhibitory"
"995",1177.309789,2921.220961,"Inhibitory"
"996",1180.39022,2888.552198,"Inhibitory"
"997",1188.162423,2836.943866,"Endothelial 1"
"998",1188.846783,2849.783245,"Inhibitory"
"999",1189.918086,2956.970384,"Excitatory"
"1001",1199.270924,2893.334513,"OD Immature 1"
"1002",1201.358914,2915.674629,"Inhibitory"
"1003",1209.574365,2837.404336,"Endothelial 1"
"1004",1222.630978,2891.383657,"Inhibitory"
"1005",1227.353456,2928.155099,"Astrocyte"
"1006",1226.488125,2790.586339,"Astrocyte"
"1007",1223.116566,2910.133666,"Inhibitory"
"1008",1226.537469,2847.109962,"Excitatory"
"1009",1235.967058,2935.983682,"Inhibitory"
"1011",1246.428717,2904.6765,"Inhibitory"
"1012",1250.473463,2865.713534,"OD Mature 2"
"1013",1251.156663,2857.168655,"Inhibitory"
"1014",1251.622198,2816.876335,"Excitatory"
"1016",1259.63241,2924.521251,"Inhibitory"
"1017",1270.247616,2846.752117,"Excitatory"
"1018",1276.489539,2829.539014,"Excitatory"
"1020",1279.113158,2891.987803,"Inhibitory"
"1021",1280.39327,2919.657289,"Inhibitory"
"1022",1280.372157,2910.628995,"Inhibitory"
"1024",1296.494681,2860.58912,"Inhibitory"
"1025",1304.303834,2808.553683,"Excitatory"
"1026",1304.101927,2880.508329,"Excitatory"
"1027",1306.214226,2840.914056,"Endothelial 3"
"1028",1310.131456,2859.301523,"OD Immature 1"
"1030",1313.539618,2954.694931,"Excitatory"
"1031",1321.415549,2916.568761,"OD Mature 2"
"1032",1142.99417,2854.688376,"Astrocyte"
"1033",1182.802898,2909.375679,"Astrocyte"
"1034",1186.561184,2879.471009,"Inhibitory"
"1035",1189.478897,2939.46605,"Inhibitory"
"1037",1213.662061,2872.477878,"Inhibitory"
"1038",1216.394733,2789.854665,"Astrocyte"
"1039",1221.613692,2816.931272,"Endothelial 3"
"1040",1242.545493,2965.935194,"Microglia"
"1041",1257.683031,2909.237862,"Inhibitory"
"1042",1273.079198,2938.622758,"Endothelial 1"
"1043",1272.897153,2788.013793,"Astrocyte"
"1044",1311.784252,2800.713372,"Excitatory"
"1045",1312.86388,2900.749679,"Inhibitory"
"1046",1147.909054,2812.33058,"Inhibitory"
"1047",1150.05633,2956.819138,"OD Mature 3"
"1048",1150.793626,2970.273141,"Inhibitory"
"1052",1230.824478,2829.019866,"Inhibitory"
"1053",1242.994409,2791.331679,"Inhibitory"
"1054",1254.576122,2938.256696,"Excitatory"
"1055",1280.299294,2821.872959,"OD Mature 2"
"1057",1301.623077,2897.162711,"OD Mature 3"
"1058",1310.589926,2835.209357,"Endothelial 1"
"1059",1317.063361,2866.420567,"OD Mature 2"
"1060",1176.146599,2971.41334,"Astrocyte"
"1062",1142.36959,2954.885685,"Inhibitory"
"1064",1146.050351,2833.166011,"OD Mature 2"
"1067",1141.663012,2634.243379,"Excitatory"
"1069",1142.511521,2674.833908,"Inhibitory"
"1071",1162.037246,2680.36175,"Endothelial 1"
"1072",1164.053048,2719.567116,"Endothelial 1"
"1073",1167.866499,2589.830382,"Astrocyte"
"1077",1181.104574,2650.026091,"Astrocyte"
"1078",1181.921459,2733.489376,"Astrocyte"
"1079",1194.374807,2603.671188,"Inhibitory"
"1081",1205.755101,2604.028501,"Astrocyte"
"1082",1215.419977,2641.385507,"Astrocyte"
"1083",1219.868285,2741.200422,"Inhibitory"
"1084",1227.385561,2597.245975,"Inhibitory"
"1085",1231.070018,2676.630941,"Excitatory"
"1086",1237.237542,2735.600343,"Astrocyte"
"1087",1239.746061,2642.541002,"Astrocyte"
"1088",1259.261277,2771.072153,"Inhibitory"
"1089",1263.430423,2677.595258,"Endothelial 1"
"1090",1278.837229,2681.825201,"Excitatory"
"1091",1282.693623,2631.984925,"Astrocyte"
"1092",1285.795682,2739.734156,"Excitatory"
"1093",1287.975972,2626.850753,"Astrocyte"
"1094",1302.909812,2663.712273,"Inhibitory"
"1096",1307.454564,2706.18677,"Endothelial 1"
"1097",1312.080755,2719.803177,"Excitatory"
"1098",1313.497904,2747.170081,"Inhibitory"
"1099",1320.411956,2710.260531,"Excitatory"
"1100",1141.841016,2689.74314,"Astrocyte"
"1102",1172.2325,2625.715801,"Inhibitory"
"1103",1194.856158,2655.95966,"OD Mature 2"
"1104",1202.638503,2717.110395,"Astrocyte"
"1105",1206.589038,2757.592019,"Inhibitory"
"1106",1212.159877,2719.801845,"Excitatory"
"1108",1230.887696,2614.75158,"Inhibitory"
"1110",1252.88937,2597.677397,"Astrocyte"
"1111",1270.932479,2770.17166,"Inhibitory"
"1112",1278.035564,2613.239424,"Astrocyte"
"1113",1278.887482,2751.451193,"Inhibitory"
"1114",1283.454979,2655.816856,"Excitatory"
"1115",1286.749543,2750.780886,"Inhibitory"
"1116",1316.260804,2672.419905,"Microglia"
"1117",1320.314216,2632.687512,"Astrocyte"
"1118",1162.208435,2754.61358,"Inhibitory"
"1119",1214.197035,2659.49216,"Excitatory"
"1120",1216.228472,2681.106015,"Inhibitory"
"1121",1227.962885,2664.8718,"Inhibitory"
"1122",1244.702983,2700.693472,"Inhibitory"
"1123",1245.319633,2667.52729,"Astrocyte"
"1124",1251.320336,2659.959133,"Astrocyte"
"1126",1271.811694,2726.728286,"Endothelial 1"
"1127",1299.069037,2758.8929,"Inhibitory"
"1128",1301.355611,2711.565454,"Excitatory"
"1129",1310.790346,2769.901159,"Excitatory"
"1130",1314.317687,2764.827525,"Excitatory"
"1131",1310.101367,2609.573134,"Astrocyte"
"1132",1136.996669,2498.546171,"OD Immature 2"
"1133",1141.196802,2489.89944,"Endothelial 2"
"1134",1142.568554,2520.551981,"Endothelial 2"
"1136",1158.892764,2470.400208,"Endothelial 2"
"1138",1167.052625,2526.939524,"Endothelial 2"
"1139",1166.722216,2519.078473,"Pericytes"
"1140",1179.882071,2529.721025,"Endothelial 2"
"1141",1196.185004,2530.507774,"Pericytes"
"1142",1207.976918,2538.389198,"Astrocyte"
"1143",1226.787905,2542.678789,"Endothelial 2"
"1144",1241.453538,2548.188081,"Astrocyte"
"1145",1257.343458,2553.269898,"Astrocyte"
"1146",1265.131337,2537.875667,"Endothelial 1"
"1147",1270.307921,2547.1678,"Astrocyte"
"1148",1284.803675,2539.519892,"Endothelial 2"
"1149",1293.491618,2483.1228,"Inhibitory"
"1151",1144.928471,2453.783676,"Endothelial 2"
"1152",1174.640098,2534.398645,"Astrocyte"
"1153",1194.037017,2535.251853,"Astrocyte"
"1154",1273.396108,2539.029243,"Endothelial 1"
"1155",1281.038083,2545.522977,"Endothelial 1"
"1158",1165.646243,2452.730468,"Endothelial 2"
"1159",1163.271995,2461.083637,"Pericytes"
"1160",1354.795474,2570.894491,"Astrocyte"
"1161",1360.73391,2567.558661,"Astrocyte"
"1162",1382.654643,2570.847762,"Astrocyte"
"1163",1346.776,2562.621929,"Astrocyte"
"1164",1346.441616,2653.22549,"Astrocyte"
"1166",1355.334967,2606.912103,"Astrocyte"
"1167",1361.051938,2684.220188,"Endothelial 1"
"1168",1364.264358,2750.300317,"Astrocyte"
"1169",1365.173089,2736.156877,"Astrocyte"
"1171",1367.315634,2653.750496,"Excitatory"
"1172",1369.416768,2633.519329,"Inhibitory"
"1173",1375.645349,2701.765631,"Excitatory"
"1174",1380.080272,2598.97534,"Inhibitory"
"1175",1387.539474,2769.671788,"Excitatory"
"1176",1387.474824,2665.606368,"Inhibitory"
"1178",1396.875342,2751.302397,"Excitatory"
"1179",1398.005979,2665.036951,"OD Mature 2"
"1180",1398.438851,2693.932613,"Excitatory"
"1183",1405.11616,2746.04063,"Excitatory"
"1184",1405.937443,2715.946547,"Excitatory"
"1186",1422.347881,2649.126544,"Astrocyte"
"1187",1421.250036,2639.621825,"Astrocyte"
"1188",1422.699452,2666.356995,"Excitatory"
"1190",1426.845176,2714.976813,"Excitatory"
"1191",1439.934883,2704.472132,"Excitatory"
"1192",1447.858399,2710.922147,"Excitatory"
"1193",1447.031265,2654.959569,"Excitatory"
"1194",1450.260064,2754.118183,"OD Immature 1"
"1196",1455.797725,2643.196101,"Astrocyte"
"1197",1456.769896,2691.785869,"Excitatory"
"1198",1464.631294,2723.793534,"Excitatory"
"1199",1467.719338,2759.303667,"Excitatory"
"1200",1472.425918,2660.320831,"Astrocyte"
"1201",1474.914057,2598.339862,"Astrocyte"
"1202",1473.545177,2744.04409,"Excitatory"
"1203",1482.849537,2757.084885,"Excitatory"
"1204",1481.177901,2630.509305,"Inhibitory"
"1205",1480.165063,2684.347769,"Inhibitory"
"1206",1482.291589,2658.965442,"Endothelial 1"
"1207",1489.92508,2724.195695,"Excitatory"
"1208",1489.579638,2699.383899,"Excitatory"
"1209",1496.887531,2669.827959,"Excitatory"
"1210",1498.102588,2714.746898,"Excitatory"
"1211",1505.021888,2629.802469,"Excitatory"
"1213",1512.057524,2743.303593,"Astrocyte"
"1215",1510.313448,2661.955778,"Endothelial 1"
"1216",1515.725867,2772.924697,"OD Mature 1"
"1217",1519.272152,2713.276951,"OD Immature 1"
"1218",1375.075118,2746.196181,"Excitatory"
"1219",1381.967198,2729.661429,"Excitatory"
